#anno-id:19934
#source:sejong
#text:회사는 김씨를 올해의 VIP로 임용했다.
2	눈짐작한	눈짐작하다.v	Predicting	O
3	것만으로도	_	_	O
4	그가	_	_	O
5	대학생이	_	_	O
6	아니라는	_	_	O
7	것을	_	_	O
8	알	_	_	O
9	수	_	_	O
10	있었다.	_	_	O

#anno-id:18399
#source:sejong
#text:설문에서는 안소니 홉킨스가 영화 사상 최고의 악인으로 평가되었다.
0	설문에서는	_	_	O
1	안소니	_	_	B-Phenomenon
2	홉킨스가	_	_	I-Phenomenon
3	영화	_	_	B-Feature
4	사상	_	_	I-Feature
5	최고의	_	_	I-Feature
6	악인으로	_	_	I-Feature
7	평가되었다.	평가되다.v	Assessing	O

#anno-id:19532
#source:sejong
#text:미군 전투기는 적과 아무런 연관이 없는 민가를 무자비하게 폭격했다.
0	미군	_	_	B-Assailant
1	전투기는	_	_	I-Assailant
2	적과	_	_	B-Victim
3	아무런	_	_	I-Victim
4	연관이	_	_	I-Victim
5	없는	_	_	I-Victim
6	민가를	_	_	I-Victim
7	무자비하게	_	_	B-Manner
8	폭격했다.	폭격하다.v	Attack	O

#anno-id:22072
#source:sejong
#text:어떻게든 명확하게 승패를 판가름짓는 절차가 필요하다.
0	어떻게든	_	_	O
1	명확하게	_	_	O
2	승패를	_	_	O
3	판가름짓는	판가름짓다.v	Assessing	O
4	절차가	_	_	O
5	필요하다.	_	_	O

#anno-id:20175
#source:sejong
#text:이 편지에는 보낸 사람의 정성이 실려 있는 것이 느껴진다.
0	이	_	_	B-Transport_means
1	편지에는	_	_	I-Transport_means
2	보낸	_	_	B-Theme
3	사람의	_	_	I-Theme
4	정성이	_	_	I-Theme
5	실려	실리다.v	Sending	O
6	있는	_	_	O
7	것이	_	_	O
8	느껴진다.	_	_	O

#anno-id:19594
#source:sejong
#text:우리는 북한 땅을 눈앞에 두고 물러섰다.
0	우리는	_	_	B-Self_mover
1	북한	_	_	B-Place
2	땅을	_	_	I-Place
3	눈앞에	_	_	B-Manner
4	두고	_	_	O
5	물러섰다.	물러서다.v	Quitting_a_place	O

#anno-id:23724
#source:sejong
#text:지헌이는 그 결정에서 결정수를 탈수했다.
0	지헌이는	_	_	B-Agent
1	그	_	_	B-Dryee
2	결정에서	_	_	I-Dryee
3	결정수를	_	_	B-Dryee
4	탈수했다.	탈수하다.v	Cause_to_be_dry	O

#anno-id:23519
#source:sejong
#text:철수는 여자를 사냥하러 나이트클럽으로 갔다.
0	철수는	_	_	B-Cognizer_agent
1	여자를	_	_	B-Sought_entity
2	사냥하러	사냥하다.v	Seeking	O
3	나이트클럽으로	_	_	O
4	갔다.	_	_	O

#anno-id:20280
#source:sejong
#text:공이 상대방 진영으로 넘어갔다.
0	공이	_	_	B-Self_mover
1	상대방	_	_	B-Goal
2	진영으로	_	_	I-Goal
3	넘어갔다.	넘어가다.v	Self_motion	O

#anno-id:21625
#source:sejong
#text:그 일은 사회적 소외감에서 나온 맹목적인 증오가 타인에게 공격적으로 표출돼 발생한 것으로 분석된다.
0	그	_	_	O
1	일은	_	_	O
2	사회적	_	_	B-Emission
3	소외감에서	_	_	I-Emission
4	나온	_	_	I-Emission
5	맹목적인	_	_	I-Emission
6	증오가	_	_	I-Emission
7	타인에게	_	_	O
8	공격적으로	_	_	B-Manner
9	표출돼	표출되다.v	Emanating	O
10	발생한	_	_	O
11	것으로	_	_	O
12	분석된다.	_	_	O

#anno-id:23512
#source:sejong
#text:한 무리의 불량자들이 그의 사무실을 피습했다.
0	한	_	_	B-Assailant
1	무리의	_	_	I-Assailant
2	불량자들이	_	_	I-Assailant
3	그의	_	_	B-Victim
4	사무실을	_	_	I-Victim
5	피습했다.	피습하다.v	Attack	O

#anno-id:20475
#source:sejong
#text:개인기에서 우리 팀이 일본팀보다 약간 밀린다.
0	개인기에서	_	_	B-Action
1	우리	_	_	B-Protagonist
2	팀이	_	_	I-Protagonist
3	일본팀보다	_	_	B-Hindrance
4	약간	_	_	B-Manner
5	밀린다.	밀리다.v	Hindering	O

#anno-id:21665
#source:sejong
#text:기영이는 밭에 있는 나쁜 벌레들을 소멸하기 위해서 약을 뿌렸다.
0	기영이는	_	_	B-Agent
1	밭에	_	_	B-Theme
2	있는	_	_	I-Theme
3	나쁜	_	_	I-Theme
4	벌레들을	_	_	I-Theme
5	소멸하기	소멸하다.v	Emptying	O
6	위해서	_	_	O
7	약을	_	_	O
8	뿌렸다.	_	_	O

#anno-id:25460
#source:sejong
#text:그때 저편에서 회중 전등이 번쩍하고 이리로 왔다.
0	그때	_	_	B-Time
1	저편에서	_	_	B-Place
2	회중	_	_	B-Beam
3	전등이	_	_	I-Beam
4	번쩍하고	번쩍하다.v	Light_movement	O
5	이리로	_	_	O
6	왔다.	_	_	O

#anno-id:17565
#source:sejong
#text:그 친구는 나에게 보험에 들어 줄 것을 재촉했다.
0	그	_	_	B-Content
1	친구는	_	_	I-Content
2	나에게	_	_	I-Content
3	보험에	_	_	I-Content
4	들어	_	_	I-Content
5	줄	_	_	I-Content
6	것을	_	_	I-Content
7	재촉했다.	재촉하다.v	Attempt_suasion	O

#anno-id:19064
#source:sejong
#text:공룡은 지구상에서 멸종했다.
0	공룡은	_	_	B-Theme
1	지구상에서	_	_	B-Place
2	멸종했다.	멸종하다.v	Emptying	O

#anno-id:22922
#source:sejong
#text:도둑은 물건만 가져갔을 뿐 꼬리는 전혀 남기지 않았다.
0	도둑은	_	_	B-Donor
1	물건만	_	_	O
2	가져갔을	_	_	O
3	뿐	_	_	O
4	꼬리는	_	_	B-Theme
5	전혀	_	_	B-Manner
6	남기지	남기다.v	Giving	O
7	않았다.	_	_	O

#anno-id:20588
#source:sejong
#text:그는 하나님을 철저히 의뢰했다.
0	그는	_	_	B-Speaker
1	하나님을	_	_	B-Addressee
2	철저히	_	_	B-Manner
3	의뢰했다.	의뢰하다.v	Request	O

#anno-id:22426
#source:sejong
#text:명동 거리에 인파들이 붐볐다.
0	명동	_	_	B-Location
1	거리에	_	_	I-Location
2	인파들이	_	_	B-Theme
3	붐볐다.	붐비다.v	Abounding_with	O

#anno-id:20778
#source:sejong
#text:황영조 선수는 세계대회에서 한국 마라톤 최고기록을 몇 분이나 앞당겼다.
0	황영조	_	_	B-Agent
1	선수는	_	_	I-Agent
2	세계대회에서	_	_	B-Place
3	한국	_	_	B-Event
4	마라톤	_	_	I-Event
5	최고기록을	_	_	I-Event
6	몇	_	_	B-Manner
7	분이나	_	_	I-Manner
8	앞당겼다.	앞당기다.v	Change_event_time	O

#anno-id:21208
#source:sejong
#text:범인은 살인의 흔적을 인멸했다.
0	범인은	_	_	B-Agent
1	살인의	_	_	B-Theme
2	흔적을	_	_	I-Theme
3	인멸했다.	인멸하다.v	Removing	O

#anno-id:23252
#source:sejong
#text:폐광지역이었던 이 곳에 카지노가 들어서자 인구도 급격히 늘었다.
0	폐광지역이었던	_	_	O
1	이	_	_	O
2	곳에	_	_	O
3	카지노가	_	_	O
4	들어서자	_	_	O
5	인구도	_	_	B-Entity
6	급격히	_	_	B-Manner
7	늘었다.	늘다.v	Progression	O

#anno-id:17676
#source:sejong
#text:세상 인심이 많이 변했다.
0	세상	_	_	B-Entity
1	인심이	_	_	I-Entity
2	많이	_	_	B-Manner
3	변했다.	변하다.v	Undergo_change	O

#anno-id:21455
#source:sejong
#text:새 선거법이 정착하려면 시행착오가 필요하다.
0	새	_	_	B-Colonists
1	선거법이	_	_	I-Colonists
2	정착하려면	정착하다.v	Colonization	O
3	시행착오가	_	_	O
4	필요하다.	_	_	O

#anno-id:23819
#source:sejong
#text:고기를 싫어해서 채식을 하는 사람은 콩을 먹도록 하면 좋고 그렇지 않으면 두부로 대용해도 충분하다.
0	고기를	_	_	B-Agent
1	싫어해서	_	_	I-Agent
2	채식을	_	_	I-Agent
3	하는	_	_	I-Agent
4	사람은	_	_	I-Agent
5	콩을	_	_	O
6	먹도록	_	_	O
7	하면	_	_	O
8	좋고	_	_	O
9	그렇지	_	_	O
10	않으면	_	_	O
11	두부로	_	_	B-New
12	대용해도	대용하다.v	Replacing	O
13	충분하다.	_	_	O

#anno-id:23071
#source:sejong
#text:아직도 방학 중에 읽을 책들을 정하지 못했니?.
0	아직도	_	_	B-Time
1	방학	_	_	B-Item
2	중에	_	_	I-Item
3	읽을	_	_	I-Item
4	책들을	_	_	I-Item
5	정하지	정하다.v	Categorization	O
6	못했니?.	_	_	O

#anno-id:17460
#source:sejong
#text:요즘 아이들은 물건을 너무 낭비한다.
0	요즘	_	_	B-Resource_controller
1	아이들은	_	_	I-Resource_controller
2	물건을	_	_	B-Resource
3	너무	_	_	B-Manner
4	낭비한다.	낭비하다.v	Frugality	O

#anno-id:20233
#source:sejong
#text:내 동생을 공부시키려면 일단같이 놀아주어야 한다.
0	내	_	_	B-Student
1	동생을	_	_	I-Student
2	공부시키려면	공부시키다.v	Studying	O
3	일단같이	_	_	O
4	놀아주어야	_	_	O
5	한다.	_	_	O

#anno-id:17846
#source:sejong
#text:김 과장은 남은 일을 회사에서 집에 가져오곤 했다.
0	김	_	_	B-Agent
1	과장은	_	_	I-Agent
2	남은	_	_	B-Theme
3	일을	_	_	I-Theme
4	회사에서	_	_	B-Source
5	집에	_	_	B-Goal
6	가져오곤	가져오다.v	Bringing	O
7	했다.	_	_	O

#anno-id:19268
#source:sejong
#text:그는 동양 철학을 현대 물리학에 결합해서 새로운 사상 체계를 만들어냈다.
0	그는	_	_	O
1	동양	_	_	B-Part_1
2	철학을	_	_	I-Part_1
3	현대	_	_	B-Part_2
4	물리학에	_	_	I-Part_2
5	결합해서	결합하다.v	Amalgamation	O
6	새로운	_	_	O
7	사상	_	_	O
8	체계를	_	_	O
9	만들어냈다.	_	_	O

#anno-id:24433
#source:sejong
#text:이제 그런 일을 할 만큼 충분히 분위기가 조성되었다.
0	이제	_	_	B-Purpose
1	그런	_	_	I-Purpose
2	일을	_	_	I-Purpose
3	할	_	_	I-Purpose
4	만큼	_	_	I-Purpose
5	충분히	_	_	B-Manner
6	분위기가	_	_	B-Created_entity
7	조성되었다.	조성되다.v	Creating	O

#anno-id:24454
#source:sejong
#text:공단은 공원들을 그 아파트에 입주시켰다.
0	공단은	_	_	O
1	공원들을	_	_	B-Resident
2	그	_	_	B-Location
3	아파트에	_	_	I-Location
4	입주시켰다.	입주시키다.v	Residence	O

#anno-id:21780
#source:sejong
#text:나의 존재는 언제나 무시된다.
0	나의	_	_	B-Figure
1	존재는	_	_	I-Figure
2	언제나	_	_	B-Time
3	무시된다.	무시되다.v	Attention	O

#anno-id:20788
#source:sejong
#text:걱정했던 보다는 빨리 그러나 예상보다는 늦게 사퇴를 표명해 다행이다.
0	걱정했던	_	_	O
1	보다는	_	_	O
2	빨리	_	_	B-Manner
3	그러나	_	_	O
4	예상보다는	_	_	O
5	늦게	_	_	B-Manner
6	사퇴를	_	_	B-Content
7	표명해	표명하다.v	Expressing_publicly	O
8	다행이다.	_	_	O

#anno-id:17604
#source:sejong
#text:남한이 북한과 힘을 함께 뭉치면 두 나라 다 지금보다 훨씬 좋아질텐데.
0	남한이	_	_	B-Partner_1
1	북한과	_	_	B-Partner_2
2	힘을	_	_	I-Partner_2
3	함께	_	_	B-Manner
4	뭉치면	뭉치다.v	Collaboration	O
5	두	_	_	O
6	나라	_	_	O
7	다	_	_	O
8	지금보다	_	_	O
9	훨씬	_	_	O
10	좋아질텐데.	_	_	O

#anno-id:17681
#source:sejong
#text:조선 사회에서 그 친구처럼 노비가 잘되기란 쉽지 않다.
0	조선	_	_	B-Place
1	사회에서	_	_	I-Place
2	그	_	_	B-Person
3	친구처럼	_	_	I-Person
4	노비가	_	_	B-Person
5	잘되기란	잘되다.v	Personal_success	O
6	쉽지	_	_	O
7	않다.	_	_	O

#anno-id:17909
#source:sejong
#text:야당의원은 국회의장에게서 마이크를 가로챘다.
0	야당의원은	_	_	B-Agent
1	국회의장에게서	_	_	B-Source
2	마이크를	_	_	B-Theme
3	가로챘다.	가로채다.v	Taking	O

#anno-id:25218
#source:sejong
#text:경찰에서 그의 전과기록을 말소시켰다.
0	경찰에서	_	_	B-Agent
1	그의	_	_	B-Information
2	전과기록을	_	_	I-Information
3	말소시켰다.	말소시키다.v	Erasing	O

#anno-id:25138
#source:sejong
#text:할머니는 왼쪽 귀를 먹어서 크게 말하지 않으면 잘 못 들으신다.
0	할머니는	_	_	B-Perceiver_agentive
1	왼쪽	_	_	B-Phenomenon
2	귀를	_	_	I-Phenomenon
3	먹어서	먹다.v	Perception_active	O
4	크게	_	_	O
5	말하지	_	_	O
6	않으면	_	_	O
7	잘	_	_	O
8	못	_	_	O
9	들으신다.	_	_	O

#anno-id:23023
#source:sejong
#text:아까부터 저 녀석이 내 비위를 거스르는 말과 행동을 내내 하고 있어서 기분이 몹시 언짢았다.
0	아까부터	_	_	O
1	저	_	_	O
2	녀석이	_	_	O
3	내	_	_	B-Experiencer
4	비위를	_	_	I-Experiencer
5	거스르는	거스르다.v	Experiencer_obj	O
6	말과	_	_	B-Stimulus
7	행동을	_	_	I-Stimulus
8	내내	_	_	O
9	하고	_	_	O
10	있어서	_	_	O
11	기분이	_	_	O
12	몹시	_	_	O
13	언짢았다.	_	_	O

#anno-id:21716
#source:sejong
#text:신용구매가 승인되었습니다.
0	신용구매가	_	_	B-Action
1	승인되었습니다.	승인되다.v	Deny_or_grant_permission	O

#anno-id:23067
#source:sejong
#text:시민들의 국회 본회의 방청은 오랜 논란 끝에 결국 불허되었다.
0	시민들의	_	_	B-Action
1	국회	_	_	I-Action
2	본회의	_	_	I-Action
3	방청은	_	_	I-Action
4	오랜	_	_	B-Manner
5	논란	_	_	I-Manner
6	끝에	_	_	I-Manner
7	결국	_	_	B-Time
8	불허되었다.	불허되다.v	Deny_or_grant_permission	O

#anno-id:20701
#source:sejong
#text:복도에 서서 가는 사람들 때문에 열차 안은 무척 혼잡했다.
0	복도에	_	_	B-Location
1	서서	서다.v	Posture	O
2	가는	_	_	O
3	사람들	_	_	O
4	때문에	_	_	O
5	열차	_	_	O
6	안은	_	_	O
7	무척	_	_	O
8	혼잡했다.	_	_	O

#anno-id:17471
#source:sejong
#text:이 치마는 밑단이 사선으로 재단되어 있다.
0	이	_	_	B-Perceiver_agentive
1	치마는	_	_	I-Perceiver_agentive
2	밑단이	_	_	B-Phenomenon
3	사선으로	_	_	B-Manner
4	재단되어	재단되다.v	Perception_active	O
5	있다.	_	_	O

#anno-id:21178
#source:sejong
#text:김 검사는 그 사건이 기억나지 않는다고 말했다.
0	김	_	_	B-Cognizer
1	검사는	_	_	I-Cognizer
2	그	_	_	B-Content
3	사건이	_	_	I-Content
4	기억나지	기억나다.v	Memory	O
5	않는다고	_	_	O
6	말했다.	_	_	O

#anno-id:23116
#source:sejong
#text:군사 정권 시대에는 모든 음반이 검열된 다음에야 출시될 수 있었다.
0	군사	_	_	O
1	정권	_	_	O
2	시대에는	_	_	O
3	모든	_	_	B-Ground
4	음반이	_	_	I-Ground
5	검열된	검열되다.v	Inspecting	O
6	다음에야	_	_	B-Time
7	출시될	_	_	O
8	수	_	_	O
9	있었다.	_	_	O

#anno-id:21885
#source:sejong
#text:우리 여자들은 어릴 때부터 감정의 표출을 제지당해 왔다.
0	우리	_	_	O
1	여자들은	_	_	O
2	어릴	_	_	O
3	때부터	_	_	O
4	감정의	_	_	O
5	표출을	_	_	O
6	제지당해	제지당하다.v	Preventing_or_letting	O
7	왔다.	_	_	O

#anno-id:24292
#source:sejong
#text:돼지가 먹이를 찾느라고 주둥이로 정원을 온통 파헤쳤다.
0	돼지가	_	_	B-Cognizer_agent
1	먹이를	_	_	O
2	찾느라고	_	_	O
3	주둥이로	_	_	B-Means
4	정원을	_	_	B-Place
5	온통	_	_	B-Manner
6	파헤쳤다.	파헤치다.v	Seeking	O

#anno-id:21950
#source:sejong
#text:그 건물은 붕괴할 위험이 있다.
0	그	_	_	O
1	건물은	_	_	O
2	붕괴할	붕괴하다.v	Destroying	O
3	위험이	_	_	O
4	있다.	_	_	O

#anno-id:24551
#source:sejong
#text:이번 정부의 대대적인 단속은 그동안 공공연히 행해져 왔던 불법 거래 행위들을 일소시키기에 충분한 듯 보였다.
0	이번	_	_	B-Agent
1	정부의	_	_	I-Agent
2	대대적인	_	_	I-Agent
3	단속은	_	_	I-Agent
4	그동안	_	_	B-Theme
5	공공연히	_	_	I-Theme
6	행해져	_	_	I-Theme
7	왔던	_	_	I-Theme
8	불법	_	_	I-Theme
9	거래	_	_	I-Theme
10	행위들을	_	_	I-Theme
11	일소시키기에	일소시키다.v	Removing	O
12	충분한	_	_	O
13	듯	_	_	O
14	보였다.	_	_	O

#anno-id:21998
#source:sejong
#text:그는 추격하는 경찰을 피하러 산길을 뛰어올랐다.
0	그는	_	_	B-Self_mover
1	추격하는	_	_	O
2	경찰을	_	_	O
3	피하러	_	_	O
4	산길을	_	_	B-Path
5	뛰어올랐다.	뛰어오르다.v	Self_motion	O

#anno-id:19242
#source:sejong
#text:물건을 구입하고는 꼭 영수증을 챙겨야 한다.
0	물건을	_	_	B-Goods
1	구입하고는	구입하다.v	Commerce_buy	O
2	꼭	_	_	O
3	영수증을	_	_	O
4	챙겨야	_	_	O
5	한다.	_	_	O

#anno-id:21009
#source:sejong
#text:그 컵은 이미 소비된 것이다.
0	그	_	_	B-Resource
1	컵은	_	_	I-Resource
2	이미	_	_	B-Time
3	소비된	소비되다.v	Expend_resource	O
4	것이다.	_	_	O

#anno-id:24983
#source:sejong
#text:우리는 향긋하고 구수한 냄새에 유혹당해 그 식당으로 들어갔다.
0	우리는	_	_	B-Experiencer
1	향긋하고	_	_	B-Stimulus
2	구수한	_	_	I-Stimulus
3	냄새에	_	_	I-Stimulus
4	유혹당해	유혹당하다.v	Experiencer_obj	O
5	그	_	_	O
6	식당으로	_	_	O
7	들어갔다.	_	_	O

#anno-id:22552
#source:sejong
#text:나는 오늘도 작업량을 다 채우지 못하고 잠이 들었다.
0	나는	_	_	B-Agent
1	오늘도	_	_	B-Time
2	작업량을	_	_	B-Theme
3	다	_	_	B-Manner
4	채우지	채우다.v	Filling	O
5	못하고	_	_	O
6	잠이	_	_	O
7	들었다.	_	_	O

#anno-id:20098
#source:sejong
#text:고양이가 의자에 앉아 있다.
0	고양이가	_	_	B-Agent
1	의자에	_	_	B-Location
2	앉아	앉다.v	Posture	O
3	있다.	_	_	O

#anno-id:19572
#source:sejong
#text:우리가 좀 더 다양한 놀이문화가 개발해야 건전하게 여가시간을 보낼 수 있을 것이다.
0	우리가	_	_	B-Project
1	좀	_	_	I-Project
2	더	_	_	I-Project
3	다양한	_	_	I-Project
4	놀이문화가	_	_	I-Project
5	개발해야	개발하다.v	Cause_to_make_progress	O
6	건전하게	_	_	O
7	여가시간을	_	_	O
8	보낼	_	_	O
9	수	_	_	O
10	있을	_	_	O
11	것이다.	_	_	O

#anno-id:22590
#source:sejong
#text:철수는 무슨 생각을 골똘히 하는지 연신 눈동자를 이리저리 굴리고 있었다.
0	철수는	_	_	B-Agent
1	무슨	_	_	O
2	생각을	_	_	O
3	골똘히	_	_	O
4	하는지	_	_	O
5	연신	_	_	B-Manner
6	눈동자를	_	_	B-Body_part
7	이리저리	_	_	B-Manner
8	굴리고	굴리다.v	Body_movement	O
9	있었다.	_	_	O

#anno-id:17636
#source:sejong
#text:그는 원고를 출판사에 넘겼다.
0	그는	_	_	B-Donor
1	원고를	_	_	B-Theme
2	출판사에	_	_	B-Recipient
3	넘겼다.	넘기다.v	Transfer	O

#anno-id:20865
#source:sejong
#text:지금 그 상선은 인천항에 정박해 있다.
0	지금	_	_	B-Time
1	그	_	_	B-Theme
2	상선은	_	_	I-Theme
3	인천항에	_	_	B-Place
4	정박해	정박하다.v	Halt	O
5	있다.	_	_	O

#anno-id:18913
#source:sejong
#text:과로로 그녀는 입술이 헤어지고 피가 났다.
0	과로로	_	_	O
1	그녀는	_	_	B-Whole
2	입술이	_	_	B-Parts
3	헤어지고	헤어지다.v	Becoming_separated	O
4	피가	_	_	O
5	났다.	_	_	O

#anno-id:17862
#source:sejong
#text:배웅을 위해 김경인 의원이 복도로 따라나섰다.
0	배웅을	_	_	B-Goal
1	위해	_	_	I-Goal
2	김경인	_	_	B-Theme
3	의원이	_	_	I-Theme
4	복도로	_	_	B-Path
5	따라나섰다.	따라나서다.v	Traversing	O

#anno-id:25080
#source:sejong
#text:어머니는 쌀에 콩을 섞어서 밥을 지으셨다.
0	어머니는	_	_	O
1	쌀에	_	_	B-Part_1
2	콩을	_	_	B-Part_2
3	섞어서	섞다.v	Amalgamation	O
4	밥을	_	_	O
5	지으셨다.	_	_	O

#anno-id:23269
#source:sejong
#text:사춘기 무렵이면 조숙한 아이들은 성에 눈이 뜨인다.
0	사춘기	_	_	B-Time
1	무렵이면	_	_	I-Time
2	조숙한	_	_	B-Cognizer
3	아이들은	_	_	I-Cognizer
4	성에	_	_	B-Phenomenon
5	눈이	_	_	O
6	뜨인다.	뜨이다.v	Becoming_aware	O

#anno-id:18374
#source:sejong
#text:가열찬 민주화 투쟁이 군부독재를 끝장냈다.
0	가열찬	_	_	B-Destroyer
1	민주화	_	_	I-Destroyer
2	투쟁이	_	_	I-Destroyer
3	군부독재를	_	_	B-Patient
4	끝장냈다.	끝장내다.v	Destroying	O

#anno-id:23485
#source:sejong
#text:과일 물은 더 빼기가 어렵다.
0	과일	_	_	B-Theme
1	물은	_	_	I-Theme
2	더	_	_	O
3	빼기가	빼다.v	Removing	O
4	어렵다.	_	_	O

#anno-id:25128
#source:sejong
#text:민주주의와 제국주의는 양립될 수 없다.
0	민주주의와	_	_	B-Individuals
1	제국주의는	_	_	I-Individuals
2	양립될	양립되다.v	Come_together	O
3	수	_	_	O
4	없다.	_	_	O

#anno-id:24480
#source:sejong
#text:재판장은 휴정을 선언하고 퇴정했다.
0	재판장은	_	_	B-Speaker
1	휴정을	_	_	B-Message
2	선언하고	선언하다.v	Statement	O
3	퇴정했다.	_	_	O

#anno-id:24019
#source:sejong
#text:그의 말이 우리에게 판단 착오를 유발시켰다.
0	그의	_	_	B-Cause
1	말이	_	_	I-Cause
2	우리에게	_	_	B-Affected
3	판단	_	_	B-Effect
4	착오를	_	_	I-Effect
5	유발시켰다.	유발시키다.v	Causation	O

#anno-id:22004
#source:sejong
#text:이런 위험한 절벽을 어떻게 건너라는 말입니까?
0	이런	_	_	B-Path
1	위험한	_	_	I-Path
2	절벽을	_	_	I-Path
3	어떻게	_	_	B-Manner
4	건너라는	건너다.v	Traversing	O
5	말입니까?	_	_	O

#anno-id:21021
#source:sejong
#text:귀중품이 잘 관리되어야 좋은 호텔이라고 할 수 있다.
0	귀중품이	_	_	B-System
1	잘	_	_	B-Manner
2	관리되어야	관리되다.v	Operating_a_system	O
3	좋은	_	_	O
4	호텔이라고	_	_	O
5	할	_	_	O
6	수	_	_	O
7	있다.	_	_	O

#anno-id:21540
#source:sejong
#text:수많은 노력 끝에 그들은 참정권을 쟁취했다.
0	수많은	_	_	B-Means
1	노력	_	_	I-Means
2	끝에	_	_	I-Means
3	그들은	_	_	B-Agent
4	참정권을	_	_	B-Goal
5	쟁취했다.	쟁취하다.v	Accomplishment	O

#anno-id:22966
#source:sejong
#text:재영에게 내일까지 출두하라고 고지되었다.
0	재영에게	_	_	B-Message
1	내일까지	_	_	I-Message
2	출두하라고	_	_	I-Message
3	고지되었다.	고지되다.v	Telling	O

#anno-id:18656
#source:sejong
#text:지난 해와 푸른 바다가 서로 어우러져 멋진 경치를 연출했다.
0	지난	_	_	B-Parts
1	해와	_	_	I-Parts
2	푸른	_	_	I-Parts
3	바다가	_	_	I-Parts
4	서로	_	_	B-Manner
5	어우러져	어우러지다.v	Amalgamation	O
6	멋진	_	_	O
7	경치를	_	_	O
8	연출했다.	_	_	O

#anno-id:20970
#source:sejong
#text:탈주범 일당은 관광버스를 습격해 이십 명을 인질로 붙잡고 협상을 요구했다.
0	탈주범	_	_	B-Assailant
1	일당은	_	_	I-Assailant
2	관광버스를	_	_	B-Victim
3	습격해	습격하다.v	Attack	O
4	이십	_	_	O
5	명을	_	_	O
6	인질로	_	_	O
7	붙잡고	_	_	O
8	협상을	_	_	O
9	요구했다.	_	_	O

#anno-id:24046
#source:sejong
#text:기차가 잠시 대전역에 머물렀다.
0	기차가	_	_	B-Guest
1	잠시	_	_	B-Duration
2	대전역에	_	_	B-Location
3	머물렀다.	머무르다.v	Temporary_stay	O

#anno-id:21383
#source:sejong
#text:우리는 학회를 세워 그 분야의 연구를 심화시키기로 뜻을 모았다.
0	우리는	_	_	B-Creator
1	학회를	_	_	B-Created_entity
2	세워	세우다.v	Intentionally_create	O
